ITEM_NUM,UCC,CONFIG,UOM,DESCR,REPACK,CONV_FACTOR,HEIGHT,WIDTH,LEN,MIN WGT,MAX WGT,TARE WGT
76084DZR,00404048007036,IBP,CS,20115 BNLS BF CUB STK,6KR,1,6.703,19.705,23.874,4.04,7.64,6
76084DZR,00404048007036,IBP,PAL,20115 BNLS BF CUB STK,,24,76,40,48,135.36,183.36,0
76087DZR,90027182531767,IBP,CS,BNLS BF CUBED CHOICE STEAK 8PK,6KR,1,6.703,19.705,23.874,4.5,7.64,6
76087DZR,90027182531767,IBP,PAL,BNLS BF CUBED CHOICE STEAK 8PK,,24,76,40,48,120,183.36,0
76087RYR,90011110634859,IBP,CS,BNLS BF CUBED STEAK LARGE 4PK,4KR,1,4.7,19.705,23.874,4.71,7.73,4.9
76087RYR,90011110634859,IBP,PAL,BNLS BF CUBED STEAK LARGE 4PK,,32,76,40,48,182.72,247.36,0
76103DYP,90027182548772,IBP,CS,BOTTOM ROUND BF STEAK,4WAL,1,4.7,19.705,23.874,4.45,6.02,5
76103DYP,90027182548772,IBP,PAL,BOTTOM ROUND BF STEAK,,64,76,40,48,284.8,385.28,0
76154MZR,90027183572630,IBP,CS,TOP RND LONDN BR,6KR,1,6.703,19.705,23.874,5.85,7.91,5.5
76154MZR,90027183572630,IBP,PAL,TOP RND LONDN BR,,24,76,40,48,140.4,189.84,0
76156MYP,90027182557590,IBP,CS,LONDON BROIL,4WAL,1,4.953,19.705,23.874,5.14,10.66,5
76156MYP,90027182557590,IBP,PAL,LONDON BROIL,,64,76,40,48,456.96,618.24,0
76157MZR,90027182572647,IBP,CS,TOP RND LONDN BR,6KR,1,6.703,19.705,23.874,3.85,7.91,5.6
76157MZR,90027182572647,IBP,PAL,TOP RND LONDN BR,,24,76,40,48,140.4,189.84,0
76174HZR,90011110628865,IBP,CS,BNLS BF BOTTOM RND STKS 8PK,6KR,1,6.703,19.705,23.874,1.26,17.94,6.1
76174HZR,90011110628865,IBP,PAL,BNLS BF BOTTOM RND STKS 8PK,,24,76,40,48,318.24,430.56,0
76183IYP,90027182548505,IBP,CS,BOTTOM ROUND EXTRA THIN,4WAL,1,4.953,19.705,23.874,4.41,6.9,5
76183IYP,90027182548505,IBP,PAL,BOTTOM ROUND EXTRA THIN,,64,76,40,48,282.24,409.6,0
76193DYP,90027182548512,IBP,CS,BOTTOM ROUND STEAK THIN,4WAL,1,4.7,19.705,23.874,2.96,4.01,4.9
76193DYP,90027182548512,IBP,PAL,BOTTOM ROUND STEAK THIN,,64,76,40,48,189.44,256.64,0
76197HYR,10011110648201,IBP,CS,BNLS BF BTTM RND THIN STK 4PK,4KR,1,4.7,19.705,23.874,6.8,9.2,5.1
76197HYR,10011110648201,IBP,PAL,BNLS BF BTTM RND THIN STK 4PK,,32,76,40,48,217.6,294.4,0
76197NZR,90027182531224,IBP,CS,BLS BF BTMRD STK D80460/H61186,6KR,1,6.703,19.705,23.874,12.24,16.56,6.2
76197NZR,90027182531224,IBP,PAL,BLS BF BTMRD STK D80460/H61186,,24,76,40,48,293.76,397.44,0
76204WZR,00404048007081,IBP,CS,BLS BF BTMRD RST D80729/H61693,6KR,1,4.7,19.705,23.874,10.78,15.85,5.7
76204WZR,00404048007081,IBP,PAL,BLS BF BTMRD RST D80729/H61693,,24,76,40,48,258.72,380.4,0
76207WZR,00404048007890,IBP,CS,21577 BNLS BF BTM RND RST,6KR,1,4.953,19.705,23.874,4,20,5.7
76207WZR,00404048007890,IBP,PAL,21577 BNLS BF BTM RND RST,,24,76,40,48,177.84,261.6,0
76264KZR,90027182572654,IBP,CS,BLS TOP RND STK D80856/H61702,6KR,1,6.703,19.705,23.874,5.64,7.64,6
76264KZR,90027182572654,IBP,PAL,BLS TOP RND STK D80856/H61702,,24,76,40,48,135.36,183.36,0
76267KZR,90027182572661,IBP,CS,BLS TOP RND STK,6KR,1,6.703,19.705,23.874,0.64,10.64,6
76267KZR,90027182572661,IBP,PAL,BLS TOP RND STK,,24,76,40,48,135.36,183.36,0
76274DZR,00404048007029,IBP,CS,BLS BF BTMRD STK D80460/H61186,6KR,1,6.703,19.705,23.874,6.6,8.92,6
76274DZR,00404048007029,IBP,PAL,BLS BF BTMRD STK D80460/H61186,,24,76,40,48,158.4,214.08,0
76277DZR,00404048007883,IBP,CS,BNLS BF BTM RND STK,6KR,1,6.703,19.705,23.874,7,10.3,6
76277DZR,00404048007883,IBP,PAL,BNLS BF BTM RND STK,,24,76,40,48,168,247.2,0
76283CYP,90027182548680,IBP,CS,BEEF FINE CUBES,4WAL,1,4.953,19.705,23.874,4.5,7.5,5
76283CYP,90027182548680,IBP,PAL,BEEF FINE CUBES,,64,76,40,48,288,480,0
76824HZR,90011110628858,IBP,CS,BNLS TOP RND EXTRA THIN 8PK,6KR,1,6.703,19.705,23.874,11.26,17.94,6.1
76824HZR,90011110628858,IBP,PAL,BNLS TOP RND EXTRA THIN 8PK,,24,76,40,48,318.24,430.56,0
76833IYP,90027182548536,IBP,CS,MILANESA,4WAL,1,4.953,19.705,23.874,0.93,15.5,5.1
76833IYP,90027182548536,IBP,PAL,MILANESA,,64,76,40,48,379.52,518.4,0
76837HYR,20011110645139,IBP,CS,BNLS BF TOP RND XTRA THIN STK,4KR,1,4.7,19.705,23.874,3.27,8.13,5.1
76837HYR,20011110645139,IBP,PAL,BNLS BF TOP RND XTRA THIN STK,,32,76,40,48,168.64,228.16,0
76837NZR,90027182531279,IBP,CS,BLS TOP RND STK D80856/H61702,6KR,1,6.703,19.705,23.874,7.91,10.7,6.2
76837NZR,90027182531279,IBP,PAL,BLS TOP RND STK D80856/H61702,,24,76,40,48,189.84,256.8,0
76863IYP,90027182554018,IBP,CS,BEEF TOP ROUND EXTRA THIN CUT,4WAL,1,4.953,19.705,23.874,2,13.7,5
76863IYP,90027182554018,IBP,PAL,BEEF TOP ROUND EXTRA THIN CUT,,64,76,40,48,622.08,842.24,0
76907WZR,00401080424012,IBP,CS,BLS BF TOPRD RST D80421/H61118,6KR,1,6.703,19.705,23.874,2.97,9.43,6.1
76907WZR,00401080424012,IBP,PAL,BLS BF TOPRD RST D80421/H61118,,24,76,40,48,167.28,226.32,0
76916WZP,90027182548734,IBP,CS,CHOICE RUMP ROAST,6WAL,1,3.603,19.705,23.874,4,14.6,5.6
76916WZP,90027182548734,IBP,PAL,CHOICE RUMP ROAST,,44,76,40,48,396,642.4,0
76924WZR,00404048007050,IBP,CS,BLS BF EYERD RST D80462/H61189,6KR,1,4.7,19.705,23.874,12.48,23.64,5.8
76924WZR,00404048007050,IBP,PAL,BLS BF EYERD RST D80462/H61189,,24,76,40,48,419.52,567.36,0
76926CZP,90027182548741,IBP,CS,CHOICE EYE ROUND ROAST,6WAL,1,3.603,19.705,23.874,9,14,5.5
76926CZP,90027182548741,IBP,PAL,CHOICE EYE ROUND ROAST,,44,76,40,48,396,528,0
76927WZR,00401080424050,IBP,CS,BF EYE RND STK 6PK,6KR,1,4.7,19.705,23.874,11.63,15.73,5.8
76927WZR,00401080424050,IBP,PAL,BF EYE RND STK 6PK,,24,76,40,48,279.12,377.52,0
781157YR,00404048001584,IBP,CS,ANG CK PATTY 80/20 3# 4 PK,4KR,1,4.7,19.705,23.874,12,13.82,5
781157YR,00404048001584,IBP,PAL,ANG CK PATTY 80/20 3# 4 PK,,32,76,40,48,384,442.24,0
79039WYP,90027182548697,IBP,CS,SOUP BONES,4WAL,1,4.7,19.705,23.874,7.17,9.71,4.9
79039WYP,90027182548697,IBP,PAL,SOUP BONES,,64,76,40,48,458.88,621.44,0
B0008AFE,90027182545214,IBP,CS,BLACK ANGUS BF ALDIS STEW MEAT,ABAF,1,6.425,13.625,17.875,4.84,16.96,2.1
B0008AFE,90027182545214,IBP,PAL,BLACK ANGUS BF ALDIS STEW MEAT,,48,76,40,48,424.32,574.08,0
B0131CPE,90027182552557,IBP,CS,42247 GB 93% LEAN,ABCP,1,3.2525,15.5,17.875,11.1,15.18,1.9
B0131CPE,90027182552557,IBP,PAL,42247 GB 93% LEAN,,84,76,40,48,932.4,1275.12,0
B0151CPE,90027182575075,IBP,CS,53864 GRD BF 96% #1,ABCP,1,3.2525,15.5,17.875,8.1,15.18,1.9
B0151CPE,90027182575075,IBP,PAL,53864 GRD BF 96% #1,,84,76,40,48,680.4,1275.12,0
B1078AFE,90027182545689,IBP,CS,53817 BLK ANGUS COUNTRY RIBS,ABAF,1,8.125,13.625,17.875,6.34,13.98,2.1
B1078AFE,90027182545689,IBP,PAL,53817 BLK ANGUS COUNTRY RIBS,,48,76,40,48,496.32,671.04,0
B1088AFE,90027182545146,IBP,CS,709333 EXTRA THIN CARNE PICADA,ABAF,1,6.425,13.625,17.875,4,14.88,2.1
B1088AFE,90027182545146,IBP,PAL,709333 EXTRA THIN CARNE PICADA,,48,76,40,48,456.96,618.24,0
B166617P,90027182548956,IBP,CS,BEEF CHUCK FLAT IRON STK,MISC,1,5.125,13,19.5,3.94,5.34,1.5
B166617P,90027182548956,IBP,PAL,BEEF CHUCK FLAT IRON STK,,105,76,40,48,413.7,560.7,0
B1746VWP,90027182546853,IBP,CS,BEEF BI SHORT RIBS 4PK,MISC,1,6.8125,15.75,24.25,16.71,32.9,3.3
B1746VWP,90027182546853,IBP,PAL,BEEF BI SHORT RIBS 4PK,,45,76,40,48,751.95,1480.5,0
B191617P,90027182548932,IBP,CS,BEEF CHUCK ROAST 8PK,MISC,1,5.125,13,19.5,12.8,22.8,1.4
B191617P,90027182548932,IBP,PAL,BEEF CHUCK ROAST 8PK,,105,76,40,48,1344,2394,0
B19181OE,90027182545030,IBP,CS,53813 BNLS BEEF CHUCK ROAST,ABOE,1,3.87,13,19.5,2.25,28,1.8
B19181OE,90027182545030,IBP,PAL,53813 BNLS BEEF CHUCK ROAST,,77,76,40,48,1251.25,1993.23,0
B20081UE,90027182545047,IBP,CS,53797 BNLS RIBEYE STEAK USDA,ABUE,1,2.525,14.6875,15.625,1.29,11.18,1.1
B20081UE,90027182545047,IBP,PAL,53797 BNLS RIBEYE STEAK USDA,,126,76,40,48,162.54,1408.68,0
B204617P,90027182559150,IBP,CS,BONELESS BEEF RIBEYE STEAK 8PK,MISC,1,5.125,13,19.5,7.21,9.75,1.5
B204617P,90027182559150,IBP,PAL,BONELESS BEEF RIBEYE STEAK 8PK,,105,76,40,48,757.05,1023.75,0
B2101NCE,90027182550980,IBP,CS,THIN SLC BONELESS BF RIBEYE,ABNC,1,9.75,17.875,20.875,12.85,24.15,3.7
B2101NCE,90027182550980,IBP,PAL,THIN SLC BONELESS BF RIBEYE,,28,76,40,48,499.8,676.2,0
B2157VOE,90027182552434,IBP,CS,BONE IN RIB ROAST,MISC,1,6.875,13,19.5,14.92,20.18,2.2
B2157VOE,90027182552434,IBP,PAL,BONE IN RIB ROAST,,35,76,40,48,522.2,706.3,0
B2176VWP,90027182556616,IBP,CS,BNLS PRIME RIB 6-PK,MISC,1,6.8125,15.75,24.25,4.36,50.6,2
B2176VWP,90027182556616,IBP,PAL,BNLS PRIME RIB 6-PK,,45,76,40,48,196.2,1602,0
B30081UE,90027182545054,IBP,CS,53801 BNLS BEEF SKIRT STEAK,ABUE,1,2.525,14.6875,15.625,1.3,16.33,1.2
B30081UE,90027182545054,IBP,PAL,53801 BNLS BEEF SKIRT STEAK,,126,76,40,48,163.8,2057.58,0
B3103VWP,90027182546112,IBP,CS,BNLS BF INSIDE SKIRT SEL,MISC,1,6.8125,15.75,24.25,27.9,40.3,2.1
B3103VWP,90027182546112,IBP,PAL,BNLS BF INSIDE SKIRT SEL,,45,76,40,48,1255.5,1813.5,0
B40081UE,90027182545061,IBP,CS,53796 BLS BEEF LOIN STRIP STEA,ABUE,1,2.525,14.6875,15.625,3.21,8.59,1.1
B40081UE,90027182545061,IBP,PAL,53796 BLS BEEF LOIN STRIP STEA,,126,76,40,48,404.46,1082.34,0
B40381UE,90027182545078,IBP,CS,53798 BLS BF TOP SIRLOIN STEAK,ABUE,1,2.525,14.6875,15.625,2.14,13.1,1.2
B40381UE,90027182545078,IBP,PAL,53798 BLS BF TOP SIRLOIN STEAK,,126,76,40,48,269.64,1650.6,0
B4058HSE,90027182545238,IBP,CS,BLACK ANGUS BF CUBED STEAK,ABHS,1,3.725,13.625,21.625,1.4,12.25,2.4
B4058HSE,90027182545238,IBP,PAL,BLACK ANGUS BF CUBED STEAK,,55,76,40,48,498.3,673.75,0
B40781GE,90027182545139,IBP,CS,53866 BF PETITE SIRLOIN STEAK,ABGE,1,3.6875,13.625,17.875,3.24,16.56,1.4
B40781GE,90027182545139,IBP,PAL,53866 BF PETITE SIRLOIN STEAK,,84,76,40,48,272.16,1391.04,0
B408617P,90027182559174,IBP,CS,BNLS BEEF LOIN STRIP STEAK8PK,MISC,1,5.125,13,19.5,5.64,7.64,1.5
B408617P,90027182559174,IBP,PAL,BNLS BEEF LOIN STRIP STEAK8PK,,105,76,40,48,592.2,802.2,0
B434617P,90027182548703,IBP,CS,CHOICE B/W TENDERLOIN,MISC,1,5.125,13,19.5,6.6,11.4,1.7
B434617P,90027182548703,IBP,PAL,CHOICE B/W TENDERLOIN,,105,76,40,48,693,1197,0
B4863VOP,90027182550058,IBP,CS,TRI TIP ROAST VAC,MISC,1,6.875,13,19.5,15.15,20.49,1.6
B4863VOP,90027182550058,IBP,PAL,TRI TIP ROAST VAC,,77,76,40,48,1166.55,1577.73,0
B487617P,90027182550041,IBP,CS,B/W BEEF FILET VAC,MISC,1,5.125,13,19.5,10.02,13.8,1.7
B487617P,90027182550041,IBP,PAL,B/W BEEF FILET VAC,,105,76,40,48,1052.1,1449,0
B48771UE,90027182550645,IBP,CS,BNLS BF BCN WRAPPED SIRLOIN,ABUE,1,3.5625,14.6875,15.625,6.8,9.2,1.2
B48771UE,90027182550645,IBP,PAL,BNLS BF BCN WRAPPED SIRLOIN,,102,76,40,48,693.6,938.4,0
B4886VWP,90027182556470,IBP,CS,BEEF TENDERLOIN 4PK,MISC,1,6.8125,15.75,24.25,4.36,35.6,2
B4886VWP,90027182556470,IBP,PAL,BEEF TENDERLOIN 4PK,,45,76,40,48,196.2,1602,0
B49361UP,90027182549014,IBP,CS,CHOICE SIRLOIN PICANHA,MISC,1,3.5625,14.6875,15.625,9.15,12.37,1.2
B49361UP,90027182549014,IBP,PAL,CHOICE SIRLOIN PICANHA,,102,76,40,48,933.3,1261.74,0
B60181GE,90027182545092,IBP,CS,53799  BLS BF TOP ROUND STEAK,ABGE,1,3,14.6875,15.625,1.12,13.59,1.5
B60181GE,90027182545092,IBP,PAL,53799  BLS BF TOP ROUND STEAK,,84,76,40,48,94.08,1141.56,0
B60481UE,90027182545108,IBP,CS,53802 EYE OF ROUND STEAK,ABUE,1,2.525,14.6875,15.625,1.59,10.27,1.2
B60481UE,90027182545108,IBP,PAL,53802 EYE OF ROUND STEAK,,126,76,40,48,200.34,1294.02,0
B6078NBE,90027182545221,IBP,CS,709335 SIRLOIN TIP STEAK,ABNB,1,3.625,18.4375,21.4375,8.28,13.91,3.2
B6078NBE,90027182545221,IBP,PAL,709335 SIRLOIN TIP STEAK,,52,76,40,48,430.56,723.32,0
B61581GE,90027182545719,IBP,CS,BLK ANGUS ALDIS TOP ROUND,ABGE,1,5.125,14.25,18.75,13.44,20.16,1.4
B61581GE,90027182545719,IBP,PAL,BLK ANGUS ALDIS TOP ROUND,,66,76,40,48,887.04,1330.56,0
B6628VGE,90027182545122,IBP,CS,53858 ALDI BOTTOM ROUND ROAST,ABGE,1,4.6875,13.625,17.875,12.5,22.5,1.3
B6628VGE,90027182545122,IBP,PAL,53858 ALDI BOTTOM ROUND ROAST,,66,76,40,48,825,1485,0
B66381OE,90027182545207,IBP,CS,BLK ANGUS SRLN TIP ROAST,ABOE,1,6.875,13,19.5,17,36.8,2.2
B66381OE,90027182545207,IBP,PAL,BLK ANGUS SRLN TIP ROAST,,70,76,40,48,1190,2576,0
B7106VWP,90027182546136,IBP,CS,BNLS BRISKET,MISC,1,6.8125,15.75,24.25,29.25,48.75,2.1
B7106VWP,90027182546136,IBP,PAL,BNLS BRISKET,,24,76,40,48,702,1170,0
B7134VOP,90027182563416,IBP,CS,BRISKET FLATS CVAC,MISC,1,6.875,13,19.5,0.1,30.6,1.6
B7134VOP,90027182563416,IBP,PAL,BRISKET FLATS CVAC,,77,76,40,48,7.7,2356.2,0
B9000XXX,90027182599705,IBP,CS,TEST CODE CASE RDY BEEF,MISC,1,7.0625,14.1,21.625,2,90,0
B9000XXX,90027182599705,IBP,PAL,TEST CODE CASE RDY BEEF,,56,76,40,48,224,5040,0
B9001ABP,90027182590597,IBP,CS,TEST CODE,MISC,1,7.0625,14.1,21.625,1,100,2
B9001ABP,90027182590597,IBP,PAL,TEST CODE,,132,76,40,48,132,13200,0
D1153AE3,90027182001369,IBP,CS,BNLS CHUCK TENDER (BN),MISC,1,42.25,39,47,10,3000,23.8
D1153AE3,90027182001369,IBP,PAL,BNLS CHUCK TENDER (BN),,1,76,40,48,10,3000,0
D1153AE3,90027182001369,DAKOTA,CS,BNLS CHUCK TENDER (BN),MISC,1,42.25,39,47,1,3000,0
D1153AE3,90027182001369,DAKOTA,PAL,BNLS CHUCK TENDER (BN),,1,76,40,48,1,3000,0
D2148AC3,90027182045288,IBP,CS,BNLS RIBEYE LIPON HVY ANG,MISC,1,9.1875,18.9375,24.25,10,2500,3
D2148AC3,90027182045288,IBP,PAL,BNLS RIBEYE LIPON HVY ANG,,20,76,40,48,10,1920,0
D4277AEC,90027182055959,IBP,CS,BNLS LOIN STRIP 0X1 CHOICE,MISC,1,76,40,48,100,2500,25.5
D4277AEC,90027182055959,IBP,PAL,BNLS LOIN STRIP 0X1 CHOICE,,1,76,40,48,100,60000,60
D4278AH3,90027182045301,IBP,CS,BNLS LOIN STRIP UPPER 2/3,MISC,1,9.1875,15.75,24.25,14,100,2.7
D4278AH3,90027182045301,IBP,PAL,BNLS LOIN STRIP UPPER 2/3,,25,76,40,48,1275,2075,0
F1571VWE,90027182118456,IBP,CS,BNLS HALF BUTT ROAST 6 PK,MISC,1,4,12,18,17.8,30.15,1.9
F1571VWE,90027182118456,IBP,PAL,BNLS HALF BUTT ROAST 6 PK,,56,76,40,48,999.6,1352.4,0
F2231AAP,90027182145971,IBP,CS,TENDER & JUICY SPRRBS 9PK,MISC,1,9,12,24,38.8,51.3,3.2
F2231AAP,90027182145971,IBP,PAL,TENDER & JUICY SPRRBS 9PK,,48,76,40,48,1862.4,2462.4,0
F2241VWE,90027182118449,IBP,CS,PK SPRRIBS 5PK,ABOE,1,42,39,47,23.43,31.7,2.4
F2241VWE,90027182118449,IBP,PAL,PK SPRRIBS 5PK,,56,76,40,48,1312.08,1775.2,0
F4081AWE,90027182150951,IBP,CS,BNLS HALF PORK LOIN 6 PACK,MISC,1,4,13,18,17.44,40,1.9
F4081AWE,90027182150951,IBP,PAL,BNLS HALF PORK LOIN 6 PACK,,56,76,40,48,976.64,1321.6,0
F4761VWE,90027182118470,IBP,CS,BNLS PORK SIRLOIN ROAST,ABOE,1,8.4375,13,18,12,22.43,1.9
F4761VWE,90027182118470,IBP,PAL,BNLS PORK SIRLOIN ROAST,,56,76,40,48,672,1256.08,0
F4763CED,90027182137631,IBP,CS,BNLS PORK SIRLOIN ROAST SUP/LE,MISC,1,42,39,47,150,2200,15.9
F4763CED,90027182137631,IBP,PAL,BNLS PORK SIRLOIN ROAST SUP/LE,,1,76,40,48,150,2200,0
F4781AVE,90027182144516,IBP,CS,TWN PCK BNLS PRK TNDRLNS 6PK,MISC,1,3.5625,11.75,15.625,12.34,16.7,0.8
F4781AVE,90027182144516,IBP,PAL,TWN PCK BNLS PRK TNDRLNS 6PK,,108,76,40,48,1332.72,1803.6,0
F4861VWE,90027182118463,IBP,CS,BABY BACKRIBS 9PK,MISC,1,4,13,18,20.25,36.19,2.5
F4861VWE,90027182118463,IBP,PAL,BABY BACKRIBS 9PK,,56,76,40,48,1134,1634.64,0
M0114CED,90027182143328,IBP,CS,BNLS PORK TRIM 72% CL,MISC,1,42,39,47,2000,2300,17.9
M0114CED,90027182143328,IBP,PAL,BNLS PORK TRIM 72% CL,,1,76,40,48,2000,2300,0
M4763CEN,90027182137426,IBP,CS,OP NAT PORK BNLS SIRLOIN ROAST,MISC,1,42,39,47,1900,2150,15.9
M4763CEN,90027182137426,IBP,PAL,OP NAT PORK BNLS SIRLOIN ROAST,,1,76,40,48,1900,2150,0
P10012CE,90027182550966,IBP,CS,43186 BI LOIN PK SHLDR STK,APCE,1,6.75,17.875,20.875,13.75,24.01,3.3
P10012CE,90027182550966,IBP,PAL,43186 BI LOIN PK SHLDR STK,,28,76,40,48,497,672.28,0
P1571VWE,90027182575099,IBP,CS,48828 BNLS BUTT ROAST,MISC,1,9.4375,13,18,17.85,24.15,2
P1571VWE,90027182575099,IBP,PAL,48828 BNLS BUTT ROAST,,56,76,40,48,999.6,1352.4,0
P4061GTE,90027182552595,IBP,CS,1392 BNLS PK LOIN CC CHOP 12%,APGT,1,6.35,13.625,21.625,15.5,20.97,3.1
P4061GTE,90027182552595,IBP,PAL,1392 BNLS PK LOIN CC CHOP 12%,,40,76,40,48,620,838.8,0
P40812CE,90027182552441,IBP,CS,BNLS CENTER CUT CHOPS THN,APCE,1,10.1875,18.75,21.75,20.19,27.32,4.1
P40812CE,90027182552441,IBP,PAL,BNLS CENTER CUT CHOPS THN,,28,76,40,48,565.32,764.96,0
P4081HDE,90027182552182,IBP,CS,45583 BNLS CC THIN LOIN CHOPS,APHD,1,6.625,14.4375,22.4375,15.57,27.84,4.1
P4081HDE,90027182552182,IBP,PAL,45583 BNLS CC THIN LOIN CHOPS,,35,76,40,48,544.95,974.4,0
P4121AFE,90027182575297,IBP,CS,BNLS CENTER CUT CHOP THICK,ABAF,1,8.125,13.625,17.875,9.24,12.51,2.1
P4121AFE,90027182575297,IBP,PAL,BNLS CENTER CUT CHOP THICK,,48,76,40,48,443.52,600.48,0
P4141HTE,90027182575419,IBP,CS,9048 BONE IN LOIN CC CHOPS,APHT,1,6.35,13.625,21.625,11.77,20.73,3.2
P4141HTE,90027182575419,IBP,PAL,9048 BONE IN LOIN CC CHOPS,,40,76,40,48,470.8,829.2,0
P4241HTE,90027182575440,IBP,CS,9052 BNL LOIN CNTRY STY RIBS D,APHT,1,6.35,13.625,21.625,10.36,24.84,3.2
P4241HTE,90027182575440,IBP,PAL,9052 BNL LOIN CNTRY STY RIBS D,,40,76,40,48,414.4,993.6,0
P43112BE,90027182552243,IBP,CS,45580 BI LOIN ASST CHOPS 8K,APBE,1,6.75,17.875,20.875,17.2,23.27,3.3
P43112BE,90027182552243,IBP,PAL,45580 BI LOIN ASST CHOPS 8K,,28,76,40,48,481.6,651.56,0
P43512CE,90027182550898,IBP,CS,44127 BI THIN ASST CHOPS,APCE,1,6.75,17.875,20.875,18.42,25.93,3.3
P43512CE,90027182550898,IBP,PAL,44127 BI THIN ASST CHOPS,,28,76,40,48,515.76,698.04,0
P47811GE,90027182551222,IBP,CS,52638 BNLS PORK TENDERLOINS,APGE,1,4.6875,13.625,17.875,12.34,16.7,1.3
P47811GE,90027182551222,IBP,PAL,52638 BNLS PORK TENDERLOINS,,72,76,40,48,888.48,1202.4,0
P4861VWE,90027182552571,IBP,CS,47512 BI BABY BACKRIB RETAIL,MISC,1,9.4375,13,18,20.32,24.82,1.8
P4861VWE,90027182552571,IBP,PAL,47512 BI BABY BACKRIB RETAIL,,56,76,40,48,1137.92,1389.92,0
P9000XXX,90027182599712,IBP,CS,TEST CODE CASE RDY PK,MISC,1,9.1875,13.125,23.125,10,80,0
P9000XXX,90027182599712,IBP,PAL,TEST CODE CASE RDY PK,,36,76,40,48,360,2880,0
10101D8PN,30027182574038,IBP,CS,73% GROUND BEEF (2.25 NET WT),8OW,1,8,19.5,23.5,1,28,6.9
10101D8PN,30027182574038,IBP,PAL,73% GROUND BEEF (2.25 NET WT),,32,76,40,48,32,896,0
10101Y9PN,30027182574922,IBP,CS,73% GROUND BEEF (1 NET WT),9OW,1,10.5,15.7875,23.5625,8,25.2,5.8
10101Y9PN,30027182574922,IBP,PAL,73% GROUND BEEF (1 NET WT),,35,76,40,48,280,882,0
10111D8PN,30027182574083,IBP,CS,GROUND CHUCK 80% (2.25 NET WT),8OW,1,8.625,19.5,23.5,13,28,4.4
10111D8PN,30027182574083,IBP,PAL,GROUND CHUCK 80% (2.25 NET WT),,32,76,40,48,864,896,0
10111Y9PN,30027182574939,IBP,CS,GROUND CHUCK 80% (1 NET WT),9OW,1,10.5,15.7875,23.5625,2,29.2,5
10111Y9PN,30027182574939,IBP,PAL,GROUND CHUCK 80% (1 NET WT),,35,76,40,48,70,1022,0
10121D8PN,30027182574113,IBP,CS,GROUND ROUND 85% (2.25 NET WT),8OW,1,8.4375,19.875,23.5625,27,28,4.2
10121D8PN,30027182574113,IBP,PAL,GROUND ROUND 85% (2.25 NET WT),,32,76,40,48,864,896,0
10121Y9PN,30027182574946,IBP,CS,GROUND ROUND 85% (1 NET WT),9OW,1,10.5,15.7875,23.5625,8,25.2,5.8
10121Y9PN,30027182574946,IBP,PAL,GROUND ROUND 85% (1 NET WT),,35,76,40,48,280,882,0
10131D8PN,30027182574168,IBP,CS,LEAN GRND BF 93% (2.25 NET WT),8OW,1,8,19.5,23.5,11.25,28,6.9
10131D8PN,30027182574168,IBP,PAL,LEAN GRND BF 93% (2.25 NET WT),,32,76,40,48,864,896,0
10131R4PN,30027182574984,IBP,CS,LEAN GRND BF 93% 4.5 NET,4OW,1,9.6875,11.6875,23.8125,6,20.1,2.4
10131R4PN,30027182574984,IBP,PAL,LEAN GRND BF 93% 4.5 NET,,42,76,40,48,252,844.2,0
10131Y9PN,30027182574953,IBP,CS,LEAN GRND BF 93% (1 NET WT),9OW,1,10.5,15.7875,23.5625,4,40.2,5.8
10131Y9PN,30027182574953,IBP,PAL,LEAN GRND BF 93% (1 NET WT),,35,76,40,48,140,1407,0
10141D8PN,30027182574199,IBP,CS,GRND SIRLOIN 90% (2.25 NET WT),8OW,1,8,19.5,23.5,2,28,6.9
10141D8PN,30027182574199,IBP,PAL,GRND SIRLOIN 90% (2.25 NET WT),,32,76,40,48,864,896,0
10141Y9PN,30027182574960,IBP,CS,GRND SIRLOIN 90% (1 NET WT),9OW,1,10.5,15.7875,23.5625,4,25.2,5.8
10141Y9PN,30027182574960,IBP,PAL,GRND SIRLOIN 90% (1 NET WT),,35,76,40,48,140,882,0
10151D8PN,30027182574212,IBP,CS,EXTRA LEAN GB 96% (2.25 NT WT),8OW,1,8,19.5,23.5,2,28,6.9
10151D8PN,30027182574212,IBP,PAL,EXTRA LEAN GB 96% (2.25 NT WT),,32,76,40,48,864,896,0
10151Y9PN,30027182574977,IBP,CS,EXTRA LEAN GB 96% (1 NET WT),9OW,1,10.5,15.75,23.5,8,25.2,5.9
10151Y9PN,30027182574977,IBP,PAL,EXTRA LEAN GB 96% (1 NET WT),,35,76,40,48,840,882,0
10211D4PN,30027182574892,IBP,CS,COURSE GB FOR CHILI 80/20 2.0,4OW,1,9.875,11.1875,23.75,12,12.6,2.4
10211D4PN,30027182574892,IBP,PAL,COURSE GB FOR CHILI 80/20 2.0,,42,76,40,48,504,529.2,0
10265K8PN,30027182574243,IBP,CS,ANGUS STK BURGER ALL NAT 85-4,8OW,1,8.4375,19.875,23.5625,15.9,17,4
10265K8PN,30027182574243,IBP,PAL,ANGUS STK BURGER ALL NAT 85-4,,32,76,40,48,510.72,544,0
10275D8PN,30027182550445,IBP,CS,ANGUS PREMIUM BF ALL NAT 85/15,8OW,1,8.625,19.5,23.5,27,28,4.4
